Epoch,Train Loss
1,0.2719528583379892
2,0.2666294803986183
3,0.2649888155552057
4,0.254694144313152
5,0.254854379938199
6,0.26149339286180645
7,0.25477970792697024
8,0.2590649632307199
9,0.25473676736538226
10,0.2480834825680806
11,0.25287249798958117
12,0.24882463996226972
13,0.2487833064336043
14,0.24874329108458298
15,0.2473476414497082
16,0.2484828783915593
17,0.24725556144347557
18,0.24496852778471434
19,0.2458267188989199
20,0.24395908186068901
21,0.24326290075595564
22,0.24394974685632265
23,0.24341489030764654
24,0.2404469893528865
25,0.24204302177979395
26,0.2401342483667227
27,0.23898606919325316
28,0.23900033075075883
29,0.23838375738033882
30,0.2384841155547362
31,0.23779608309268951
32,0.2373917675935305
33,0.23683096812321588
34,0.23528849046963912
35,0.23500662583571214
36,0.23694347074398628
37,0.2345852920642266
38,0.235034880729822
39,0.23734423518180847
40,0.23637384520127222
41,0.23482620945343605
42,0.23470978324229902
43,0.23421542690350458
44,0.23319183748501998
45,0.23331969747176537
46,0.2327682226896286
47,0.23201739673431104
48,0.23387002257200387
49,0.23181229256666624
50,0.23214246332645416
51,0.23312379305179304
52,0.23270289485271162
53,0.23310907528950617
54,0.2338464386188067
55,0.2339501163134208
56,0.23306000461945167
57,0.2320783264361895
58,0.23237712337420538
59,0.232938473041241
